"ID","Envir01","Envir02","Envir03","Mobil11","Mobil14","Mobil16","Mobil17","ContIncome_0_4000","ContIncome_4000_6000","ContIncome_6000_8000","ContIncome_8000_10000","ContIncome_10000_more","age_65_more","moreThanOneCar","moreThanOneBike","individualHouse","male","haveChildren","haveGA","highEducation","TimePT","TimeCar","WaitingTimePT","CostCar_HWH","CostCar_Other","CostPT_HWH","CostPT_Other","distance_km","Choice"
30330370,2,4,2,4,4,2,2,4,2,2,1,0,0,0,1,1,0,1,0,0,73,34,0,0,3.61,0,3.8,22,1
30330373,2,3,4,2,2,3,5,4,2,2,0,0,0,1,1,1,0,1,0,0,50,8,0,0,0.83,0,2.2,4.5,1
30330409,4,4,2,2,3,2,3,4,2,2,2,5,0,0,1,1,0,0,0,0,87,26,1,2.72,0,3.8,0,16.5,0
30330485,3,3,4,4,3,3,6,4,2,2,2,5,0,1,1,1,1,1,0,1,73,12,5,0,1.62,0,5.7,11,1
30330486,5,5,1,5,1,5,5,4,2,2,2,5,0,1,1,1,0,1,0,1,118,38,19,4.66,0,3.8,0,29,1
30330535,1,3,2,2,3,4,4,4,2,2,2,5,0,0,1,1,1,1,0,1,65,10,4,0,1.1,0,3.8,5.5,1
30330535,1,3,2,2,3,4,4,4,2,2,2,5,0,0,1,1,1,1,0,1,43,10,0,0,1.1,0,3.8,5.5,1
30330535,1,3,2,2,3,4,4,4,2,2,2,5,0,0,1,1,1,1,0,1,80,10,19,0,1.1,0,3.8,5.5,1
30330536,1,3,2,2,3,4,4,4,2,2,2,5,0,0,1,1,1,1,0,1,170,93,9,19.86,0,27.5,0,155,0
30330558,2,4,1,3,2,2,2,4,2,2,2,5,0,0,1,1,1,0,0,0,96,31,5,3.28,0,3.8,0,18.5,0
30330558,2,4,1,3,2,2,2,4,2,2,2,5,0,0,1,1,1,0,0,0,59,28,0,0,2.94,0,3.8,16.05,1
30330565,5,4,2,1,2,3,2,4,2,2,1,0,0,0,1,1,0,1,0,1,86,34,0,0,3.42,0,3.8,19.5,0
30330569,2,3,2,4,2,2,3,4,2,1,0,0,0,0,1,1,0,1,0,0,43,25,0,0,2.67,0,3.8,16,0
30330624,5,5,2,1,1,1,1,4,1,0,0,0,0,0,1,0,0,1,1,0,278,133,44,0,27.14,0,0,210,0
30330629,3,4,4,5,4,3,5,4,1,0,0,0,0,0,1,0,0,0,0,1,123,23,5,0,2.51,0,5.7,13,1
30330631,4,4,2,4,2,6,2,4,2,2,2,5,1,0,0,1,1,0,0,0,28,15,0,0,1.72,0,2.2,11,0
30330632,4,4,2,4,2,6,2,4,2,2,2,5,1,0,0,1,1,0,0,0,28,15,0,0,1.72,0,2.2,11,0
30330639,1,2,5,5,4,3,4,4,2,2,1,0,0,0,0,1,0,0,0,1,85,10,6,0.96,0,0,0,5,0
30330653,4,5,1,3,2,1,3,4,1,0,0,0,0,0,0,1,0,0,0,1,84,30,0,0,4.13,0,3.8,19,0
30330653,4,5,1,3,2,1,3,4,1,0,0,0,0,0,0,1,0,0,0,1,92,30,0,0,4.13,0,3.8,19,0
30330669,3,4,1,4,3,4,3,4,1,0,0,0,0,0,0,0,0,0,0,0,74,29,0,3.04,0,3.8,0,18,0
30330669,3,4,1,4,3,4,3,4,1,0,0,0,0,0,0,0,0,0,0,0,89,13,10,0,1.33,0,3.8,7,1
30330674,1,2,2,4,4,4,4,4,2,2,2,5,0,1,0,1,1,0,0,0,86,37,3,0,4.5,0,3.8,28,1
30330674,1,2,2,4,4,4,4,4,2,2,2,5,0,1,0,1,1,0,0,0,189,40,25,0,4.99,0,5.7,31.5,1
30330693,1,4,1,4,4,4,4,4,2,2,1,0,0,0,0,0,1,0,0,1,118,42,3,5.27,0,3.8,0,34,1
30330725,1,4,4,5,2,5,6,4,2,2,2,5,0,1,1,1,1,0,0,0,226,72,13,0,10.46,0,16.2,80,1
30330770,4,5,4,2,2,5,3,4,2,1,0,0,0,0,1,1,1,0,0,1,141,33,16,0,3.64,0,4.9,21.1,2
30330778,5,5,2,3,2,3,3,4,2,1,0,0,1,0,1,1,1,1,1,1,47,28,0,0,3.18,0,0,19,0
30330798,4,2,1,2,1,1,1,4,2,2,2,5,0,1,1,1,0,1,0,1,41,5,4,0,0.54,0,2.2,3,1
30330798,4,2,1,2,1,1,1,4,2,2,2,5,0,1,1,1,0,1,0,1,22,4,0,0,0.4,0,2.2,2.5,1
30330821,5,3,1,2,1,1,2,4,2,2,2,5,0,0,0,0,1,0,1,1,55,24,0,2.69,0,0,0,17.5,0
30330833,5,5,2,2,2,2,4,4,2,2,2,5,0,1,1,1,1,1,0,1,83,31,0,3.58,0,3.8,0,22,2
30330851,5,4,2,2,2,3,3,4,2,2,1,0,0,1,1,1,1,1,0,1,93,25,0,2.97,0,3.8,0,17.5,1
30330852,4,4,2,3,3,3,2,4,2,2,1,0,0,1,1,1,0,1,0,1,115,40,42,0,5.88,0,10.9,41,1
30330875,2,2,2,1,3,2,5,4,2,2,1,0,0,0,1,1,0,1,0,0,109,37,12,0,6.29,0,3.8,38,1
30330875,2,2,2,1,3,2,5,4,2,2,1,0,0,0,1,1,0,1,0,0,23,4,0,0,0.52,0,3.8,1.8,1
30330879,2,2,2,3,3,6,6,4,2,1,0,0,0,0,0,0,0,0,0,0,79,24,4,3.51,0,6.7,0,26,1
30330920,5,4,2,3,1,3,2,4,2,1,0,0,1,0,0,0,1,0,0,1,106,37,5,0,4.63,0,3.8,27,0
30330951,5,4,1,4,3,4,2,4,2,2,2,5,1,0,0,1,1,0,0,1,33,15,0,0,1.81,0,2.2,11,0
30330972,4,5,2,3,2,2,3,4,2,2,2,5,1,0,1,1,1,0,0,1,48,17,5,0,1.75,0,2.2,10,2
30330986,4,4,4,4,2,4,2,4,2,2,1,0,0,0,1,1,0,0,0,1,162,50,6,0,6.13,0,7.6,34.5,2
30330997,6,4,4,3,4,3,3,4,2,1,0,0,0,0,1,1,1,0,0,1,45,16,5,1.79,0,2.2,0,11,1
30331017,3,3,2,4,3,4,4,4,2,1,0,0,0,1,1,0,0,0,0,0,58,30,0,3.07,0,0,0,18,0
30331035,1,3,4,4,3,3,2,4,2,2,2,5,0,0,0,0,1,0,0,0,160,67,24,10.19,0,11.4,0,74,1
30332010,1,5,3,5,2,4,5,4,2,2,2,5,0,0,1,1,0,0,0,1,210,74,21,0,12.22,0,24.6,86,1
30860007,2,3,4,2,3,4,3,4,2,2,2,5,0,1,1,1,1,0,0,0,68,21,12,2.06,0,3.9,0,13,1
30860007,2,3,4,2,3,4,3,4,2,2,2,5,0,1,1,1,1,0,0,0,80,10,11,0,0.96,0,23.7,6.5,1
30860015,2,4,3,4,3,2,3,4,1,0,0,0,0,0,0,1,0,0,1,0,122,44,7,0,4.99,0,0,29,0
30860017,3,4,4,2,2,2,3,4,1,0,0,0,0,1,1,1,0,1,0,0,121,52,21,0,5.49,0,18.4,34,0
30860018,3,4,3,3,6,3,6,4,1,0,0,0,0,1,1,1,0,1,0,0,152,42,0,4.16,0,3.8,0,25,0
30860033,2,2,3,2,2,2,2,4,1,0,0,0,0,1,1,1,0,1,0,0,59,12,29,0,1.23,0,5.7,7,1
30860061,2,2,2,4,4,4,6,4,2,2,1,0,0,1,1,1,0,1,0,0,190,93,22,0,14.6,0,34.6,104.5,1
30860095,2,3,4,4,2,4,3,4,2,1,0,0,0,1,1,1,0,1,0,0,99,3,0,0.37,0,3.8,0,2.3,1
30860141,4,4,6,4,3,6,3,4,2,2,1,0,0,1,0,1,0,0,0,1,93,26,12,2.72,0,7.6,0,17,1
30860142,4,4,6,4,3,6,3,4,2,2,1,0,0,1,0,1,0,0,0,1,123,58,36,0,6.79,0,7.6,45,1
30860145,3,3,2,4,3,3,4,4,2,1,0,0,1,0,0,0,0,1,0,0,55,13,8,1.38,0,2.2,0,8,1
30860145,3,3,2,4,3,3,4,4,2,1,0,0,1,0,0,0,0,1,0,0,23,22,8,0,2.24,0,2.2,13,1
30860149,2,5,4,5,2,4,3,4,2,1,0,0,1,0,0,0,0,0,0,0,187,54,57,0,7.91,0,13.6,58,1
30860155,5,4,2,4,3,3,3,4,2,1,0,0,0,1,1,1,0,1,0,0,61,17,6,1.63,0,0,0,9.5,0
30860167,2,3,4,4,4,3,4,3,0,0,0,0,1,0,1,0,1,0,0,0,115,44,27,0,5.36,0,5.8,31,1
30860168,2,3,2,2,4,2,4,3,0,0,0,0,1,0,1,0,0,0,0,0,212,62,33,0,6.45,0,7.6,36.3,1
30860181,2,3,4,5,3,5,5,4,2,1,0,0,1,0,0,0,0,0,0,0,73,24,0,0,2.38,0,3.8,14,1
30860215,4,4,3,4,2,3,4,4,2,1,0,0,1,1,1,1,1,1,0,1,6,5,0,0,0.67,0,2.2,3.7,1
30860216,3,4,3,4,2,4,4,4,2,1,0,0,1,1,1,1,0,1,0,1,118,36,0,0,3.27,0,5.8,15.5,1
30860227,1,3,3,4,4,3,2,4,2,2,2,5,0,1,0,1,1,0,0,0,135,53,18,0,7.28,0,14.1,54,1
30860227,1,3,3,4,4,3,2,4,2,2,2,5,0,1,0,1,1,0,0,0,77,29,7,0,3.54,0,8.6,24,1
30860239,2,4,4,4,4,5,6,4,2,1,0,0,0,1,1,0,0,0,0,0,83,26,12,0,2.72,0,7.6,14.5,1
30860246,2,4,2,5,4,4,4,4,2,2,1,0,0,0,1,1,1,1,0,1,149,37,16,4.69,0,3.8,0,30,1
30860249,4,4,2,3,2,3,3,4,2,2,2,5,0,0,1,1,1,0,0,1,29,104,0,13.81,0,2.2,0,102,2
30860250,2,4,2,2,2,2,4,4,2,2,2,5,0,0,1,1,0,0,0,0,213,90,21,8.61,0,11.5,0,49,1
30860253,4,3,3,4,2,4,3,4,2,1,0,0,0,1,1,1,0,0,0,0,163,88,23,10.99,0,17.1,0,76,1
30860265,2,4,2,5,3,4,3,4,2,2,2,5,0,1,1,1,1,0,0,0,100,49,6,0,7.72,0,22.8,55,1
30860274,2,2,3,4,1,4,3,4,2,2,1,0,0,0,1,1,1,1,0,1,122,65,5,6.86,0,7.6,0,43,0
30860310,1,4,2,5,3,4,3,4,2,2,2,5,0,1,1,1,0,0,0,0,143,42,15,0,4.11,0,6.7,21,0
30860391,2,4,2,2,3,4,4,4,2,2,1,0,0,0,1,1,0,1,0,1,85,30,13,3.11,0,3.8,0,19,0
30860394,2,3,4,4,2,2,4,4,2,1,0,0,0,1,1,0,1,1,0,0,87,16,1,1.88,0,2.9,0,11,1
30860443,2,3,4,5,3,4,3,4,2,2,2,5,0,1,1,0,1,1,0,0,157,64,20,0,8.28,0,16.5,62,1
30860444,2,3,4,5,3,4,3,4,2,2,2,5,0,1,1,0,1,1,0,0,138,56,7,6.61,0,5.8,0,39,2
30860447,2,3,5,5,3,5,6,3,0,0,0,0,1,1,0,1,0,0,0,0,62,7,0,0,0.79,0,0,5.5,1
30860447,2,3,5,5,3,5,6,3,0,0,0,0,1,1,0,1,0,0,0,0,19,13,0,0,1.29,0,3.8,8,1
30860449,1,1,5,5,4,5,3,4,1,0,0,0,1,0,0,1,1,0,0,0,95,14,3,0,1.69,0,11.6,10,1
30860450,1,1,5,5,4,5,3,4,1,0,0,0,1,0,0,1,1,0,0,0,29,3,0,0,0.4,0,3.8,1.9,1
30860450,1,1,5,5,4,5,3,4,1,0,0,0,1,0,0,1,1,0,0,0,291,85,28,0,9.11,0,46,54.5,0
30860491,5,5,1,1,1,1,3,4,2,2,2,5,0,0,1,1,0,0,1,1,193,85,36,12.71,0,0,0,87,0
30860495,3,1,3,2,2,1,2,4,2,2,1,0,0,0,1,1,0,1,0,0,92,49,7,0,4.41,0,5.7,23,0
30860533,1,1,3,4,4,4,6,4,1,0,0,0,0,0,1,0,0,1,0,0,146,48,12,0,4.69,0,15.2,28,1
30860533,1,1,3,4,4,4,6,4,1,0,0,0,0,0,1,0,0,1,0,0,289,103,41,0,12.67,0,30.4,89,1
30860539,4,5,3,3,2,2,6,4,2,2,2,5,0,1,1,1,0,1,0,1,18,8,0,0,0.75,0,2.2,4.5,1
30860539,4,5,3,3,2,2,6,4,2,2,2,5,0,1,1,1,0,1,0,1,36,46,0,0,3.93,0,3.8,24,1
30860539,4,5,3,3,2,2,6,4,2,2,2,5,0,1,1,1,0,1,0,1,97,35,17,4.49,0,3.8,0,31,1
30860545,2,2,3,2,4,2,4,4,2,2,2,5,0,1,1,1,0,0,0,1,122,60,9,0,6.66,0,3.8,42,1
30860595,2,3,4,4,2,4,2,3,0,0,0,0,1,0,0,1,0,0,0,0,100,49,8,0,4.94,0,3.8,30,0
30860616,1,4,4,6,3,1,6,3,0,0,0,0,1,0,0,0,0,0,0,0,426,136,60,0,17.01,0,22.8,116,1
30860644,2,4,2,4,4,4,4,3,0,0,0,0,1,0,0,1,1,0,0,0,55,23,7,0,2.24,0,17,11,1
30860650,4,4,3,3,2,3,3,4,1,0,0,0,1,0,1,1,1,0,1,0,327,192,47,0,37.39,0,0,283,0
30860708,3,4,2,2,3,1,2,4,2,2,2,5,0,1,1,0,0,1,0,1,235,147,12,0,25.92,0,38.7,190,1
30860711,2,3,2,4,3,2,2,4,2,1,0,0,1,0,1,1,1,0,0,0,169,74,10,0,7.75,0,7.6,47,1
30860723,1,3,3,4,3,4,3,4,2,1,0,0,0,0,0,0,1,0,0,0,132,42,14,0,4.08,0,6.7,20,1
30860726,5,4,2,5,6,4,5,4,2,2,2,5,0,0,1,0,1,0,1,0,141,138,14,0,11.79,0,0,78.5,0
30860737,4,4,2,2,1,1,1,4,1,0,0,0,1,0,0,0,1,0,1,0,211,129,32,0,24.5,0,0,186,0
30860762,1,2,2,4,5,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,227,19,37,1.85,0,27,0,13,1
30860762,1,2,2,4,5,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,53,24,9,0,2.32,0,2.9,12,1
30860768,4,5,6,6,6,6,6,4,2,2,1,0,0,0,1,1,1,0,0,1,109,51,10,5.33,0,5.8,0,30,1
30860803,4,3,1,5,4,1,2,2,0,0,0,0,0,1,1,1,0,0,0,0,187,48,12,0,4.86,0,11.8,26,1
30860804,5,4,2,4,4,4,3,2,0,0,0,0,0,1,1,1,1,0,0,0,10,2,0,0.29,0,0,0,0.2,1
30860804,5,4,2,4,4,4,3,2,0,0,0,0,0,1,1,1,1,0,0,0,10,2,0,0.29,0,0,0,0.2,1
31320005,2,2,2,2,4,4,4,4,2,1,0,0,0,1,1,1,1,0,0,0,104,75,24,0,8.2,0,9.6,55,0
31320005,2,2,2,2,4,4,4,4,2,1,0,0,0,1,1,1,1,0,0,0,266,188,59,0,30.15,0,38.3,230,1
31320060,3,4,2,3,2,2,2,4,1,0,0,0,1,0,0,1,1,0,0,0,90,77,5,0,8.83,0,9.6,60,0
31320097,5,5,1,2,3,2,2,4,1,0,0,0,1,0,1,1,1,1,1,0,117,71,5,0,7.91,0,0,54,0
31320098,5,5,1,2,3,2,2,4,1,0,0,0,1,0,1,1,1,1,1,0,306,255,33,0,41.94,0,0,311,0
31320316,1,1,5,3,4,4,3,4,2,1,0,0,0,1,1,1,1,0,0,0,21,7,0,0.92,0,3.2,0,5,1
31320335,1,1,3,5,4,5,5,4,1,0,0,0,0,0,1,1,1,1,0,0,63,35,5,4.07,0,4.8,0,28,1
31320455,1,2,4,4,4,4,3,4,2,1,0,0,0,0,0,0,1,0,0,0,94,32,5,3.42,0,4.8,0,23,1
31320591,1,1,4,4,4,5,4,4,2,1,0,0,0,1,1,0,1,0,0,0,4,0,0,0,0.2,0,0,0.4,2
31320656,2,4,2,5,4,3,3,4,2,2,2,5,0,1,1,1,1,1,1,1,95,70,22,7.97,0,0,0,54,0
31320685,1,3,3,1,2,4,3,4,2,1,0,0,0,1,1,1,1,0,1,0,52,34,4,3.27,0,0,0,20,1
31320733,6,3,3,3,6,4,3,4,2,2,1,0,1,0,0,0,1,0,0,0,50,37,4,0,4.16,0,4.8,27,0
31320757,4,3,2,2,2,3,2,4,2,1,0,0,1,0,1,1,1,1,1,0,156,124,32,0,18.87,0,0,144,0
31320758,5,2,2,2,6,2,6,4,1,0,0,0,0,0,1,1,1,0,0,0,108,56,24,0,5.82,0,27.6,38,0
31320760,5,4,4,2,2,2,3,4,2,2,2,5,0,1,1,1,1,1,0,1,15,3,0,0,0.32,0,2.2,1.2,1
31320760,5,4,4,2,2,2,3,4,2,2,2,5,0,1,1,1,1,1,0,1,86,16,4,0,1.56,0,3.8,8.5,1
31320888,4,3,1,3,2,2,1,4,2,1,0,0,0,0,1,0,0,1,0,1,144,61,17,0,6.22,0,19.2,37,1
31321173,2,4,3,5,2,4,5,4,1,0,0,0,0,0,1,0,0,1,0,0,136,80,20,9.03,0,7.6,0,60,0
31321208,2,3,4,5,4,3,5,4,2,2,0,0,0,0,1,0,1,0,1,0,73,33,3,3.7,0,0,0,25,0
31321431,2,2,3,5,5,5,5,2,0,0,0,0,0,0,0,0,0,1,0,0,48,28,11,0,2.79,0,10.4,19,1
31321463,2,2,4,4,2,4,3,4,2,2,0,0,1,0,0,1,1,0,0,0,74,21,20,0,2.25,0,12.4,15,1
31321463,2,2,4,4,2,4,3,4,2,2,0,0,1,0,0,1,1,0,0,0,23,3,0,0,0.42,0,3.8,1.3,1
31321476,3,2,3,2,2,4,2,4,2,1,0,0,1,0,1,1,1,1,0,0,18,1,0,0,0.27,0,2.2,0.8,2
31321476,3,2,3,2,2,4,2,4,2,1,0,0,1,0,1,1,1,1,0,0,20,2,0,0,0.33,0,2.2,1.1,1
31321487,4,4,2,2,6,2,4,3,0,0,0,0,0,0,1,1,0,0,1,0,116,75,0,6.71,0,0,0,40,0
31321488,5,4,1,2,1,1,3,3,0,0,0,0,0,0,1,1,0,1,1,1,73,27,0,0,2.68,0,0,18,0
31321488,5,4,1,2,1,1,3,3,0,0,0,0,0,0,1,1,0,1,1,1,50,19,0,0,1.88,0,0,13,0
31321500,2,3,3,3,3,3,3,4,2,1,0,0,1,0,1,1,1,0,0,0,63,39,0,0,5.12,0,6.7,34,0
31321523,5,5,4,4,4,5,3,4,2,1,0,0,1,0,0,1,1,0,0,0,195,10,39,0,1.13,0,2.2,6,1
31321523,5,5,4,4,4,5,3,4,2,1,0,0,1,0,0,1,1,0,0,0,22,2,0,0,0.29,0,2.2,1,1
31321589,4,2,2,4,2,4,2,4,1,0,0,0,0,0,1,0,1,0,0,0,20,0,0,0.29,0,2.2,0,1.2,2
31321590,4,2,2,4,2,4,2,4,1,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0.1,0,2.2,0.2,1
32710154,3,3,4,4,4,2,3,4,2,1,0,0,0,0,1,1,0,1,0,0,60,10,0,0,1.15,0,3.4,7,1
32710159,5,3,2,3,3,3,3,4,2,2,1,0,0,1,1,1,1,0,0,0,28,74,0,1.22,0,45.8,0,111,1
39010095,1,4,6,4,3,4,4,4,2,1,0,0,0,1,0,1,0,0,0,0,117,51,12,0,5.69,0,9.5,35,1
39010096,1,4,6,4,3,4,4,4,2,1,0,0,0,1,0,1,0,0,0,0,34,26,0,2.64,0,4,0,14,1
39010097,5,2,1,2,2,3,3,4,2,2,2,5,0,1,0,1,1,1,0,0,165,30,13,0,3.04,0,11.2,17,1
39010115,1,2,4,2,2,4,2,4,2,1,0,0,0,1,0,1,1,0,0,0,19,10,0,1.09,0,2.2,0,6.5,1
39010116,1,2,4,2,2,4,2,4,2,1,0,0,0,1,0,1,0,0,0,0,19,10,0,1.09,0,2.2,0,6.5,1
39020001,2,2,3,4,4,2,2,4,2,2,2,5,0,1,0,1,1,0,0,0,93,38,24,0,4,0,5.9,24,1
39020001,2,2,3,4,4,2,2,4,2,2,2,5,0,1,0,1,1,0,0,0,178,64,68,0,7.48,0,12.4,49,1
39020134,5,5,1,2,3,3,3,4,2,2,2,5,0,0,1,1,1,0,1,1,153,151,21,27.54,0,0,0,215,0
39020173,2,4,2,2,3,4,5,4,2,1,0,0,0,0,1,1,1,1,0,0,64,30,17,3.3,0,5.1,0,20,0
39020209,1,2,2,2,2,5,3,4,2,2,2,5,0,1,1,1,1,1,0,0,87,30,6,3.38,0,5.1,0,20,1
39020293,6,1,3,1,5,4,4,4,2,1,0,0,0,1,1,1,0,0,0,0,55,25,8,3.01,0,6.3,0,18,1
39110220,1,2,5,2,6,3,3,4,1,0,0,0,0,1,0,1,0,1,0,0,21,7,0,0,0.79,0,2.2,5.5,1
39110243,3,4,1,3,3,2,2,4,2,2,1,0,0,1,0,1,1,0,1,1,138,75,20,10.25,0,0,0,79,0
39110257,2,2,3,4,4,4,4,4,2,1,0,0,0,0,1,1,1,1,0,0,40,14,0,1.78,0,3.7,0,12,0
39110281,2,4,6,1,2,4,2,4,1,0,0,0,0,0,0,1,1,0,0,0,140,100,45,0,9.74,0,20.5,75,0
39110409,2,3,3,5,3,3,3,4,1,0,0,0,1,1,1,1,1,0,0,0,43,8,3,0,0.99,0,2.2,6,1
39110423,1,1,1,2,4,5,3,3,0,0,0,0,1,0,0,0,1,0,0,1,37,13,3,0,1.71,0,3.7,12,1
39110438,5,5,1,4,1,4,1,4,2,2,2,5,0,1,1,1,1,1,1,1,141,85,9,10.07,0,0,0,82,0
39110449,2,3,2,4,2,3,3,4,2,2,1,0,0,1,1,1,0,0,1,0,72,63,0,0,8.17,0,0,64,0
39110450,3,4,2,4,2,3,4,4,2,2,1,0,0,1,1,1,0,1,0,0,16,6,0,0.64,0,2.2,0,3.5,0
39110459,1,5,5,5,3,1,5,4,2,2,2,5,0,1,1,1,0,1,1,0,190,43,19,5.02,0,0,0,41,0
39110459,1,5,5,5,3,1,5,4,2,2,2,5,0,1,1,1,0,1,1,0,133,147,3,27.16,0,0,0,212,0
39110459,1,5,5,5,3,1,5,4,2,2,2,5,0,1,1,1,0,1,1,0,81,15,0,1.89,0,0,0,13,1
39110459,1,5,5,5,3,1,5,4,2,2,2,5,0,1,1,1,0,1,1,0,44,10,0,1.16,0,0,0,8,1
39110605,2,4,2,2,2,3,2,4,2,1,0,0,0,1,1,1,0,1,0,0,252,309,17,0,55.36,0,55.2,425.5,0
39110675,4,3,1,2,4,4,2,4,2,1,0,0,0,0,1,1,1,1,0,0,17,1,0,0,0.16,0,2.2,0.7,1
39110675,4,3,1,2,4,4,2,4,2,1,0,0,0,0,1,1,1,1,0,0,28,15,0,0,1.73,0,3.8,14,1
39110781,2,4,3,3,3,4,3,4,2,1,0,0,0,0,0,0,1,0,0,0,65,15,1,1.85,0,7.4,0,12,1
39110815,5,4,1,4,2,4,2,4,2,1,0,0,0,0,1,1,1,1,0,1,101,28,11,3.45,0,7.2,0,24,0
39110969,2,3,4,2,2,3,3,4,1,0,0,0,0,0,1,0,0,1,0,0,22,9,0,0.96,0,2.2,0,6.5,0
39110970,2,3,4,2,2,3,3,4,1,0,0,0,0,0,1,0,0,1,0,0,53,21,0,0,2.35,0,4,15.5,0
39110987,4,4,3,4,4,4,4,4,1,0,0,0,0,0,0,1,1,0,0,0,84,14,11,0,1.71,0,3.5,11,1
39110987,4,4,3,4,4,4,4,4,1,0,0,0,0,0,0,1,1,0,0,0,80,14,8,1.71,0,3.2,0,11,1
39110995,4,4,2,2,2,2,1,4,2,2,2,5,0,0,1,1,1,1,1,1,35,14,0,1.78,0,0,0,12,0
39111246,3,2,4,2,2,4,5,2,0,0,0,0,1,0,0,1,0,0,0,0,50,22,0,0,2.52,0,3.7,17.5,0
39111325,3,4,2,4,3,3,3,4,2,1,0,0,0,0,1,1,0,1,0,0,42,19,0,0,2.11,0,3.4,14.5,0
39111325,3,4,2,4,3,3,3,4,2,1,0,0,0,0,1,1,0,1,0,0,46,19,0,2.11,0,3.4,0,14.5,0
39111355,2,3,4,2,4,3,2,4,2,1,0,0,0,0,1,0,1,1,0,1,107,28,0,0,3.51,0,7.2,24,1
39111355,2,3,4,2,4,3,2,4,2,1,0,0,0,0,1,0,1,1,0,1,4,2,0,0,0.09,0,2.2,0.56,1
39111356,2,3,6,2,3,3,1,4,2,1,0,0,0,0,1,0,0,1,0,0,140,14,0,0,1.6,0,4.1,14,1
39111360,5,5,3,2,6,4,1,4,2,2,1,0,0,0,1,0,1,0,0,1,36,18,0,0,1.95,0,4,8,0
39111360,5,5,3,2,6,4,1,4,2,2,1,0,0,0,1,0,1,0,0,1,56,18,0,1.95,0,2.2,0,8,0
39120013,5,5,4,5,2,3,4,4,2,1,0,0,0,1,1,1,0,0,1,1,240,284,3,52.91,0,0,0,416,0
39120015,2,2,3,4,5,3,3,4,2,2,1,0,0,1,1,1,0,1,0,1,110,31,4,3.85,0,15.4,0,27,1
39120016,2,2,4,4,5,2,4,4,2,2,1,0,0,1,1,1,1,1,0,0,67,23,0,0,2.54,0,8,17.5,1
39120150,3,3,3,3,3,3,6,4,1,0,0,0,0,1,0,0,0,1,0,0,37,12,0,0,1.29,0,2.2,9,0
39120150,3,3,3,3,3,3,6,4,1,0,0,0,0,1,0,0,0,1,0,0,60,12,17,0,1.58,0,4,11,0
39120197,1,5,2,5,2,4,4,4,2,1,0,0,0,1,1,1,1,0,1,0,27,11,0,0,1.22,0,0,8.5,0
39120198,5,5,1,1,1,2,1,4,2,1,0,0,0,1,1,1,1,0,0,0,477,482,24,0,66.79,0,230,493.5,0
39120245,4,5,3,3,2,3,4,4,2,2,1,0,0,0,1,1,1,1,0,1,98,32,0,4.03,0,8,0,28,0
39120246,3,5,3,4,3,3,4,4,2,2,1,0,0,0,1,1,0,1,0,0,99,35,0,0,3.71,0,3.7,23.5,1
39120364,3,3,3,3,3,3,3,4,2,1,0,0,0,1,0,0,1,0,1,0,42,13,0,1.38,0,0,0,9.5,1
39120424,6,2,4,4,4,4,3,4,2,1,0,0,0,0,1,1,0,1,0,0,52,20,0,0,2.26,0,4,16,0
39120435,4,3,6,5,6,3,3,3,0,0,0,0,1,0,0,1,1,0,0,0,14,3,0,0,0.33,0,2.2,1.8,0
39120436,4,3,5,5,6,3,3,3,0,0,0,0,1,0,0,1,1,0,0,0,67,22,0,0,2.45,0,4,17,0
39120458,5,4,3,4,4,3,2,4,2,2,2,5,0,1,1,1,1,1,0,1,120,29,33,3.65,0,6,0,24,1
39120497,5,4,2,4,2,2,4,4,2,1,0,0,0,0,1,1,0,1,0,0,144,132,7,0,21.41,0,24,163,0
39120509,5,3,1,1,3,4,2,4,2,2,2,5,0,1,1,1,1,1,1,1,120,36,16,5.16,0,0,0,30,1
39120519,1,1,4,4,5,5,3,4,2,1,0,0,0,0,1,1,1,1,0,0,66,14,7,1.85,0,0,0,13,0
39120519,1,1,4,4,5,5,3,4,2,1,0,0,0,0,1,1,1,1,0,0,24,10,0,0,1.13,0,0,8,1
39120559,3,4,3,3,3,3,3,4,2,1,0,0,0,0,0,0,1,0,0,0,30,10,0,1.12,0,2.2,0,8,0
39120999,4,5,2,3,2,2,2,4,2,2,1,0,0,0,1,1,0,1,0,0,86,24,0,2.65,0,3.5,0,19,1
42270004,3,1,3,5,4,5,2,4,2,1,0,0,0,0,1,1,0,1,0,0,75,22,14,0,2.22,0,6.4,12,0
42270004,3,1,3,5,4,5,2,4,2,1,0,0,0,0,1,1,0,1,0,0,36,10,0,0,1.07,0,4.4,5.8,0
42270007,2,5,3,5,4,4,5,4,1,0,0,0,0,0,0,0,0,0,0,0,108,80,5,9.39,0,7.4,0,63,0
42270059,2,3,3,4,3,3,3,4,2,1,0,0,0,0,0,0,0,0,0,1,12,2,0,0,0.26,0,0,0.6,2
42270059,2,3,3,4,3,3,3,4,2,1,0,0,0,0,0,0,0,0,0,1,12,2,0,0,1.42,0,0,0.6,2
42270059,2,3,3,4,3,3,3,4,2,1,0,0,0,0,0,0,0,0,0,1,82,16,3,0,1.95,0,9.6,10,1
